Sale_ID,Date,Customer_ID,Age,Gender,Location,Join_Date,Product_ID,Product_Name,Category,Brand,Price,Quantity,Sale_Price,Channel
3570,2023-01-07,2551,21,Female,San Antonio,2021-10-14,116,Belt,Accessories,Brand A,20.0,1,20.0,Online
1432,2023-01-07,2243,19,Female,Houston,2021-11-29,120,Cap,Accessories,Brand E,15.0,3,45.0,In-Store
4787,2023-01-08,2729,20,Male,Dallas,2022-04-21,117,Scarf,Accessories,Brand E,18.0,1,18.0,Online
992,2023-01-08,2173,37,Female,Chicago,2021-09-15,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
2527,2023-01-08,2392,40,Female,Dallas,2021-01-22,108,Hoodie,Clothing,Brand C,55.0,1,55.0,In-Store
1398,2023-01-08,2234,36,Female,San Antonio,2022-06-05,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
4098,2023-01-08,2625,19,Female,Chicago,2021-01-15,109,Shorts,Clothing,Brand E,30.0,1,30.0,In-Store
3632,2023-01-08,2559,18,Female,San Diego,2021-09-19,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
4095,2023-01-09,2624,20,Male,San Antonio,2022-06-08,108,Hoodie,Clothing,Brand C,55.0,3,165.0,Online
3388,2023-01-09,2526,23,Female,San Diego,2021-02-28,114,Parka,Outerwear,Brand B,150.0,2,300.0,Online
3748,2023-01-09,2574,21,Female,Phoenix,2021-10-02,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
3464,2023-01-09,2537,58,Female,San Diego,2022-04-26,111,Sandals,Footwear,Brand E,35.0,1,35.0,In-Store
3571,2023-01-10,2551,21,Female,San Antonio,2021-10-14,111,Sandals,Footwear,Brand E,35.0,1,35.0,In-Store
2950,2023-01-10,2451,43,Female,San Diego,2022-11-12,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
4812,2023-01-11,2732,26,Female,Los Angeles,2021-07-26,116,Belt,Accessories,Brand A,20.0,1,20.0,In-Store
317,2023-01-11,2062,30,Female,San Antonio,2022-10-29,120,Cap,Accessories,Brand E,15.0,1,15.0,In-Store
4118,2023-01-11,2632,24,Female,Dallas,2021-03-14,109,Shorts,Clothing,Brand E,30.0,1,30.0,Online
207,2023-01-11,2044,18,Male,Miami,2021-05-25,108,Hoodie,Clothing,Brand C,55.0,1,55.0,In-Store
4614,2023-01-12,2710,23,Male,Chicago,2023-01-12,110,Boots,Footwear,Brand D,110.0,1,110.0,Online
3780,2023-01-12,2581,20,Female,Los Angeles,2022-09-03,117,Scarf,Accessories,Brand E,18.0,2,36.0,Online
1699,2023-01-12,2280,23,Male,Dallas,2021-08-13,101,T-shirt,Clothing,Brand A,25.0,2,50.0,Online
993,2023-01-13,2173,37,Female,Chicago,2021-09-15,113,Coat,Outerwear,Brand D,180.0,2,360.0,In-Store
1703,2023-01-13,2282,26,Male,Los Angeles,2021-10-23,111,Sandals,Footwear,Brand E,35.0,3,105.0,Online
3837,2023-01-14,2588,36,Female,Los Angeles,2021-11-09,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
203,2023-01-14,2043,20,Female,Houston,2021-01-29,101,T-shirt,Clothing,Brand A,25.0,2,50.0,Online
1103,2023-01-14,2188,40,Female,Miami,2021-03-03,102,Jeans,Clothing,Brand B,75.0,1,75.0,Online
3657,2023-01-15,2562,20,Male,New York,2021-09-10,101,T-shirt,Clothing,Brand A,25.0,2,50.0,In-Store
1,2023-01-15,2001,28,Female,New York,2022-05-10,101,T-shirt,Clothing,Brand A,25.0,2,50.0,Online
5270,2023-01-15,2794,26,Male,Miami,2022-12-11,103,Sneakers,Footwear,Brand C,30.0,2,60.0,Online
4434,2023-01-15,2679,28,Male,Miami,2022-10-05,104,Jacket,Outerwear,Brand D,120.0,1,120.0,In-Store
2,2023-01-16,2002,35,Male,Los Angeles,2022-06-15,102,Jeans,Clothing,Brand B,75.0,1,75.0,In-Store
406,2023-01-16,2075,38,Female,Miami,2022-05-11,104,Jacket,Outerwear,Brand D,120.0,1,120.0,In-Store
3,2023-01-17,2001,28,Female,New York,2022-05-10,103,Sneakers,Footwear,Brand C,30.0,3,90.0,Online
4678,2023-01-17,2717,20,Male,Los Angeles,2022-11-22,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
612,2023-01-17,2105,23,Male,Los Angeles,2021-02-22,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
4502,2023-01-17,2692,52,Male,Philadelphia,2021-11-10,112,Running Shoes,Footwear,Brand C,85.0,1,85.0,Online
385,2023-01-17,2074,21,Female,San Antonio,2022-08-20,107,Dress,Clothing,Brand B,65.0,1,65.0,Online
17,2023-01-17,2011,22,Female,Chicago,2021-01-18,106,Shirt,Clothing,Brand A,40.0,2,80.0,In-Store
3871,2023-01-17,2591,40,Female,Miami,2021-04-25,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
2681,2023-01-17,2411,45,Male,Chicago,2021-04-28,108,Hoodie,Clothing,Brand C,55.0,1,55.0,In-Store
2603,2023-01-17,2401,34,Male,Los Angeles,2022-08-07,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
1750,2023-01-17,2289,45,Male,Los Angeles,2021-07-31,114,Parka,Outerwear,Brand B,150.0,1,150.0,In-Store
2418,2023-01-17,2373,50,Female,Los Angeles,2021-05-11,108,Hoodie,Clothing,Brand C,55.0,1,55.0,In-Store
451,2023-01-18,2085,21,Male,Phoenix,2021-03-18,107,Dress,Clothing,Brand B,65.0,2,130.0,Online
3395,2023-01-18,2528,27,Female,New York,2022-09-27,101,T-shirt,Clothing,Brand A,25.0,2,50.0,Online
2719,2023-01-18,2414,21,Male,San Diego,2022-04-11,120,Cap,Accessories,Brand E,15.0,2,30.0,In-Store
827,2023-01-18,2139,23,Female,San Antonio,2023-01-06,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
4839,2023-01-18,2736,21,Male,Los Angeles,2021-06-17,116,Belt,Accessories,Brand A,20.0,2,40.0,Online
4933,2023-01-18,2746,40,Male,Dallas,2021-12-14,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
4,2023-01-18,2003,22,Male,Chicago,2022-07-20,104,Jacket,Outerwear,Brand D,120.0,1,120.0,In-Store
1076,2023-01-19,2183,47,Female,Los Angeles,2021-12-06,109,Shorts,Clothing,Brand E,30.0,1,30.0,In-Store
1165,2023-01-19,2195,42,Male,Houston,2021-11-19,114,Parka,Outerwear,Brand B,150.0,1,150.0,Online
994,2023-01-19,2173,37,Female,Chicago,2021-09-15,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
5,2023-01-19,2004,30,Female,Houston,2022-08-25,105,Hat,Accessories,Brand E,22.5,2,45.0,Online
1254,2023-01-20,2213,62,Female,Los Angeles,2022-05-16,102,Jeans,Clothing,Brand B,75.0,1,75.0,In-Store
2152,2023-01-20,2340,27,Male,Los Angeles,2022-04-26,101,T-shirt,Clothing,Brand A,25.0,2,50.0,Online
1463,2023-01-20,2247,51,Female,San Diego,2022-05-11,111,Sandals,Footwear,Brand E,35.0,1,35.0,Online
2330,2023-01-20,2365,28,Male,Philadelphia,2021-11-25,106,Shirt,Clothing,Brand A,40.0,1,40.0,Online
4934,2023-01-20,2746,40,Male,Dallas,2021-12-14,115,Blazer,Outerwear,Brand A,130.0,2,260.0,Online
2171,2023-01-20,2342,21,Male,Los Angeles,2021-08-07,105,Hat,Accessories,Brand E,22.5,1,22.5,Online
779,2023-01-20,2131,40,Female,Houston,2022-10-22,115,Blazer,Outerwear,Brand A,130.0,1,130.0,In-Store
5271,2023-01-20,2794,26,Male,Miami,2022-12-11,101,T-shirt,Clothing,Brand A,25.0,6,150.0,Online
986,2023-01-21,2172,40,Female,Houston,2021-05-15,116,Belt,Accessories,Brand A,20.0,2,40.0,Online
1464,2023-01-21,2247,51,Female,San Diego,2022-05-11,107,Dress,Clothing,Brand B,65.0,2,130.0,In-Store
304,2023-01-21,2059,44,Female,Miami,2022-06-17,113,Coat,Outerwear,Brand D,180.0,2,360.0,In-Store
724,2023-01-21,2121,41,Female,Chicago,2022-05-05,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
2566,2023-01-21,2398,19,Male,San Antonio,2022-10-18,102,Jeans,Clothing,Brand B,75.0,2,150.0,Online
4159,2023-01-22,2639,22,Male,Chicago,2022-09-27,117,Scarf,Accessories,Brand E,18.0,1,18.0,Online
595,2023-01-23,2102,26,Male,Dallas,2022-05-14,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
4999,2023-01-23,2755,41,Female,Los Angeles,2021-04-13,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
1808,2023-01-23,2295,50,Female,Philadelphia,2021-08-11,119,Sunglasses,Accessories,Brand C,45.0,1,45.0,Online
3803,2023-01-23,2584,55,Male,San Antonio,2021-10-26,106,Shirt,Clothing,Brand A,40.0,1,40.0,Online
5239,2023-01-24,2790,57,Female,Philadelphia,2021-05-04,112,Running Shoes,Footwear,Brand C,85.0,1,85.0,In-Store
1857,2023-01-24,2298,20,Male,Chicago,2021-07-27,103,Sneakers,Footwear,Brand C,30.0,1,30.0,In-Store
902,2023-01-24,2156,22,Female,Chicago,2021-05-26,107,Dress,Clothing,Brand B,65.0,3,195.0,Online
2822,2023-01-25,2430,51,Female,New York,2021-01-08,117,Scarf,Accessories,Brand E,18.0,1,18.0,In-Store
180,2023-01-26,2038,24,Female,Philadelphia,2022-12-03,106,Shirt,Clothing,Brand A,40.0,1,40.0,Online
5133,2023-01-26,2778,40,Female,San Diego,2021-11-02,113,Coat,Outerwear,Brand D,180.0,2,360.0,In-Store
871,2023-01-26,2152,48,Male,Philadelphia,2022-10-17,107,Dress,Clothing,Brand B,65.0,1,65.0,In-Store
3968,2023-01-27,2608,18,Male,New York,2022-09-28,101,T-shirt,Clothing,Brand A,25.0,1,25.0,In-Store
1166,2023-01-28,2195,42,Male,Houston,2021-11-19,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
1751,2023-01-28,2289,45,Male,Los Angeles,2021-07-31,114,Parka,Outerwear,Brand B,150.0,3,450.0,In-Store
596,2023-01-29,2102,26,Male,Dallas,2022-05-14,101,T-shirt,Clothing,Brand A,25.0,1,25.0,In-Store
4788,2023-01-29,2729,20,Male,Dallas,2022-04-21,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
577,2023-01-29,2101,41,Female,Phoenix,2021-06-14,114,Parka,Outerwear,Brand B,150.0,1,150.0,In-Store
3742,2023-01-30,2573,55,Female,Miami,2021-09-06,107,Dress,Clothing,Brand B,65.0,2,130.0,Online
4110,2023-01-30,2629,28,Female,Houston,2022-03-03,103,Sneakers,Footwear,Brand C,30.0,4,120.0,Online
5312,2023-01-30,2802,24,Female,San Antonio,2021-06-18,105,Hat,Accessories,Brand E,22.5,2,45.0,Online
787,2023-01-30,2132,50,Female,San Diego,2022-10-17,109,Shorts,Clothing,Brand E,30.0,1,30.0,In-Store
452,2023-01-30,2085,21,Male,Phoenix,2021-03-18,119,Sunglasses,Accessories,Brand C,45.0,2,90.0,In-Store
3314,2023-01-30,2516,35,Female,Miami,2023-01-17,101,T-shirt,Clothing,Brand A,25.0,1,25.0,In-Store
3804,2023-01-30,2584,55,Male,San Antonio,2021-10-26,108,Hoodie,Clothing,Brand C,55.0,1,55.0,In-Store
2194,2023-01-31,2344,51,Male,New York,2021-12-18,107,Dress,Clothing,Brand B,65.0,1,65.0,In-Store
5182,2023-01-31,2784,52,Male,Philadelphia,2021-11-18,118,Bag,Accessories,Brand B,60.0,1,60.0,In-Store
2913,2023-01-31,2446,49,Female,Phoenix,2021-09-20,115,Blazer,Outerwear,Brand A,130.0,1,130.0,In-Store
1926,2023-01-31,2307,52,Female,Dallas,2022-12-16,109,Shorts,Clothing,Brand E,30.0,1,30.0,Online
2858,2023-01-31,2438,47,Male,Miami,2022-05-12,107,Dress,Clothing,Brand B,65.0,1,65.0,In-Store
742,2023-01-31,2124,52,Female,Dallas,2022-02-07,105,Hat,Accessories,Brand E,22.5,1,22.5,In-Store
1314,2023-01-31,2223,43,Female,Los Angeles,2022-01-08,114,Parka,Outerwear,Brand B,150.0,1,150.0,Online
1774,2023-02-01,2292,21,Female,Houston,2022-10-12,106,Shirt,Clothing,Brand A,40.0,1,40.0,Online
3633,2023-02-01,2559,18,Female,San Diego,2021-09-19,102,Jeans,Clothing,Brand B,75.0,3,225.0,Online
4225,2023-02-03,2651,20,Female,Miami,2022-03-04,119,Sunglasses,Accessories,Brand C,45.0,1,45.0,Online
181,2023-02-04,2038,24,Female,Philadelphia,2022-12-03,117,Scarf,Accessories,Brand E,18.0,1,18.0,Online
749,2023-02-04,2126,51,Female,Philadelphia,2021-01-12,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
3286,2023-02-04,2515,23,Female,San Antonio,2022-03-31,103,Sneakers,Footwear,Brand C,30.0,2,60.0,Online
2453,2023-02-04,2378,61,Male,New York,2021-09-16,109,Shorts,Clothing,Brand E,30.0,3,90.0,In-Store
2887,2023-02-04,2441,19,Male,San Antonio,2022-11-09,107,Dress,Clothing,Brand B,65.0,1,65.0,In-Store
1034,2023-02-04,2177,70,Female,Chicago,2022-04-20,107,Dress,Clothing,Brand B,65.0,2,130.0,In-Store
2239,2023-02-04,2353,24,Female,Dallas,2021-10-07,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
1700,2023-02-05,2280,23,Male,Dallas,2021-08-13,118,Bag,Accessories,Brand B,60.0,2,120.0,Online
3736,2023-02-05,2572,42,Female,San Diego,2021-05-11,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
4160,2023-02-06,2639,22,Male,Chicago,2022-09-27,116,Belt,Accessories,Brand A,20.0,1,20.0,Online
3712,2023-02-06,2568,36,Female,Philadelphia,2022-09-08,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
4615,2023-02-07,2710,23,Male,Chicago,2023-01-12,117,Scarf,Accessories,Brand E,18.0,2,36.0,Online
4880,2023-02-07,2740,57,Male,Dallas,2022-06-25,112,Running Shoes,Footwear,Brand C,85.0,1,85.0,In-Store
934,2023-02-07,2162,37,Female,Houston,2021-11-16,113,Coat,Outerwear,Brand D,180.0,2,360.0,In-Store
2153,2023-02-07,2340,27,Male,Los Angeles,2022-04-26,116,Belt,Accessories,Brand A,20.0,1,20.0,Online
4340,2023-02-07,2667,37,Female,Dallas,2022-06-10,115,Blazer,Outerwear,Brand A,130.0,2,260.0,Online
1444,2023-02-08,2245,23,Female,Chicago,2021-07-05,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
4731,2023-02-08,2724,36,Male,Houston,2022-05-27,114,Parka,Outerwear,Brand B,150.0,1,150.0,In-Store
1676,2023-02-08,2278,37,Male,Philadelphia,2022-01-26,104,Jacket,Outerwear,Brand D,120.0,1,120.0,Online
274,2023-02-08,2052,25,Male,Houston,2021-11-02,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
3595,2023-02-08,2553,22,Male,Chicago,2022-08-23,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
1237,2023-02-09,2212,30,Male,San Antonio,2022-03-13,117,Scarf,Accessories,Brand E,18.0,1,18.0,Online
18,2023-02-09,2011,22,Female,Chicago,2021-01-18,108,Hoodie,Clothing,Brand C,55.0,1,55.0,Online
955,2023-02-10,2167,25,Female,Phoenix,2022-09-25,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
4099,2023-02-11,2625,19,Female,Chicago,2021-01-15,102,Jeans,Clothing,Brand B,75.0,2,150.0,Online
904,2023-02-11,2157,49,Female,San Antonio,2022-04-03,119,Sunglasses,Accessories,Brand C,45.0,1,45.0,In-Store
4034,2023-02-11,2618,21,Male,Houston,2021-01-08,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
204,2023-02-12,2043,20,Female,Houston,2021-01-29,108,Hoodie,Clothing,Brand C,55.0,2,110.0,Online
5183,2023-02-12,2784,52,Male,Philadelphia,2021-11-18,110,Boots,Footwear,Brand D,110.0,1,110.0,In-Store
2342,2023-02-12,2367,19,Female,San Diego,2021-06-02,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
1609,2023-02-12,2271,26,Male,Philadelphia,2021-09-27,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
1799,2023-02-12,2293,60,Female,Los Angeles,2021-05-26,101,T-shirt,Clothing,Brand A,25.0,2,50.0,In-Store
914,2023-02-12,2160,53,Female,San Antonio,2021-08-14,110,Boots,Footwear,Brand D,110.0,1,110.0,Online
1445,2023-02-12,2245,23,Female,Chicago,2021-07-05,116,Belt,Accessories,Brand A,20.0,3,60.0,Online
2281,2023-02-12,2360,64,Female,Houston,2022-11-14,103,Sneakers,Footwear,Brand C,30.0,1,30.0,In-Store
2195,2023-02-12,2344,51,Male,New York,2021-12-18,115,Blazer,Outerwear,Brand A,130.0,1,130.0,In-Store
3343,2023-02-12,2519,47,Male,Houston,2021-06-27,116,Belt,Accessories,Brand A,20.0,1,20.0,Online
4226,2023-02-13,2651,20,Female,Miami,2022-03-04,106,Shirt,Clothing,Brand A,40.0,2,80.0,Online
5068,2023-02-14,2767,41,Male,Chicago,2022-08-05,113,Coat,Outerwear,Brand D,180.0,2,360.0,Online
750,2023-02-14,2126,51,Female,Philadelphia,2021-01-12,109,Shorts,Clothing,Brand E,30.0,1,30.0,In-Store
2710,2023-02-14,2413,54,Female,Houston,2022-01-02,109,Shorts,Clothing,Brand E,30.0,1,30.0,Online
2206,2023-02-14,2346,22,Male,San Diego,2022-11-25,108,Hoodie,Clothing,Brand C,55.0,2,110.0,Online
2032,2023-02-15,2324,18,Female,Phoenix,2022-02-06,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
4119,2023-02-15,2632,24,Female,Dallas,2021-03-14,108,Hoodie,Clothing,Brand C,55.0,1,55.0,Online
2902,2023-02-15,2443,18,Male,Philadelphia,2021-08-03,112,Running Shoes,Footwear,Brand C,85.0,1,85.0,Online
3003,2023-02-15,2460,56,Female,San Diego,2021-04-05,102,Jeans,Clothing,Brand B,75.0,1,75.0,In-Store
1255,2023-02-16,2213,62,Female,Los Angeles,2022-05-16,102,Jeans,Clothing,Brand B,75.0,2,150.0,In-Store
964,2023-02-16,2168,40,Male,Phoenix,2022-02-06,109,Shorts,Clothing,Brand E,30.0,1,30.0,In-Store
1315,2023-02-16,2223,43,Female,Los Angeles,2022-01-08,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
208,2023-02-16,2044,18,Male,Miami,2021-05-25,111,Sandals,Footwear,Brand E,35.0,2,70.0,In-Store
205,2023-02-16,2043,20,Female,Houston,2021-01-29,112,Running Shoes,Footwear,Brand C,85.0,1,85.0,Online
1677,2023-02-16,2278,37,Male,Philadelphia,2022-01-26,114,Parka,Outerwear,Brand B,150.0,1,150.0,In-Store
1225,2023-02-17,2209,34,Male,San Diego,2021-09-15,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
751,2023-02-17,2126,51,Female,Philadelphia,2021-01-12,103,Sneakers,Footwear,Brand C,30.0,2,60.0,In-Store
439,2023-02-17,2083,41,Male,New York,2022-12-17,115,Blazer,Outerwear,Brand A,130.0,1,130.0,Online
265,2023-02-17,2051,34,Male,San Diego,2022-04-30,104,Jacket,Outerwear,Brand D,120.0,2,240.0,In-Store
2711,2023-02-18,2413,54,Female,Houston,2022-01-02,110,Boots,Footwear,Brand D,110.0,2,220.0,In-Store
4679,2023-02-18,2717,20,Male,Los Angeles,2022-11-22,120,Cap,Accessories,Brand E,15.0,2,30.0,In-Store
2308,2023-02-18,2363,20,Female,Philadelphia,2022-11-03,117,Scarf,Accessories,Brand E,18.0,2,36.0,Online
4272,2023-02-18,2656,23,Female,New York,2021-01-22,105,Hat,Accessories,Brand E,22.5,3,67.5,Online
5099,2023-02-18,2771,50,Female,Phoenix,2022-12-26,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
2033,2023-02-19,2324,18,Female,Phoenix,2022-02-06,101,T-shirt,Clothing,Brand A,25.0,2,50.0,Online
4515,2023-02-19,2694,33,Male,Los Angeles,2022-02-27,113,Coat,Outerwear,Brand D,180.0,1,180.0,Online
1316,2023-02-19,2223,43,Female,Los Angeles,2022-01-08,113,Coat,Outerwear,Brand D,180.0,2,360.0,Online
167,2023-02-19,2037,59,Male,Philadelphia,2021-10-17,110,Boots,Footwear,Brand D,110.0,1,110.0,Online
829,2023-02-19,2140,29,Male,San Antonio,2022-11-06,118,Bag,Accessories,Brand B,60.0,1,60.0,In-Store
4316,2023-02-19,2664,27,Male,Phoenix,2021-03-06,106,Shirt,Clothing,Brand A,40.0,1,40.0,Online
1858,2023-02-19,2298,20,Male,Chicago,2021-07-27,108,Hoodie,Clothing,Brand C,55.0,1,55.0,In-Store
626,2023-02-20,2108,25,Male,New York,2022-05-04,117,Scarf,Accessories,Brand E,18.0,3,54.0,Online
4680,2023-02-20,2717,20,Male,Los Angeles,2022-11-22,108,Hoodie,Clothing,Brand C,55.0,3,165.0,Online
3572,2023-02-20,2551,21,Female,San Antonio,2021-10-14,109,Shorts,Clothing,Brand E,30.0,1,30.0,In-Store
956,2023-02-21,2167,25,Female,Phoenix,2022-09-25,117,Scarf,Accessories,Brand E,18.0,1,18.0,In-Store
1077,2023-02-21,2183,47,Female,Los Angeles,2021-12-06,114,Parka,Outerwear,Brand B,150.0,1,150.0,In-Store
5100,2023-02-22,2771,50,Female,Phoenix,2022-12-26,114,Parka,Outerwear,Brand B,150.0,2,300.0,Online
3900,2023-02-22,2600,58,Female,Houston,2022-04-14,111,Sandals,Footwear,Brand E,35.0,1,35.0,In-Store
3143,2023-02-23,2487,45,Female,Phoenix,2021-05-28,120,Cap,Accessories,Brand E,15.0,1,15.0,Online
5247,2023-02-23,2791,53,Male,Houston,2022-04-08,104,Jacket,Outerwear,Brand D,120.0,1,120.0,In-Store
453,2023-02-23,2085,21,Male,Phoenix,2021-03-18,103,Sneakers,Footwear,Brand C,30.0,1,30.0,Online
2755,2023-02-24,2421,19,Male,Phoenix,2022-12-20,101,T-shirt,Clothing,Brand A,25.0,1,25.0,In-Store
2108,2023-02-24,2334,51,Male,Los Angeles,2021-12-14,102,Jeans,Clothing,Brand B,75.0,1,75.0,In-Store
4954,2023-02-24,2750,20,Female,Los Angeles,2021-07-20,105,Hat,Accessories,Brand E,22.5,3,67.5,Online
4554,2023-02-24,2700,55,Male,Los Angeles,2023-02-03,108,Hoodie,Clothing,Brand C,55.0,3,165.0,In-Store
5039,2023-02-25,2762,23,Male,Philadelphia,2021-01-18,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
3437,2023-02-25,2534,26,Male,San Antonio,2023-01-14,108,Hoodie,Clothing,Brand C,55.0,1,55.0,Online
1275,2023-02-25,2217,31,Female,San Diego,2022-07-31,113,Coat,Outerwear,Brand D,180.0,1,180.0,In-Store
613,2023-02-25,2105,23,Male,Los Angeles,2021-02-22,101,T-shirt,Clothing,Brand A,25.0,1,25.0,Online
151,2023-02-25,2036,21,Female,San Antonio,2022-11-12,111,Sandals,Footwear,Brand E,35.0,3,105.0,Online
1112,2023-02-26,2189,41,Female,San Diego,2023-01-31,104,Jacket,Outerwear,Brand D,120.0,1,120.0,In-Store
731,2023-02-27,2122,23,Male,San Antonio,2022-08-15,107,Dress,Clothing,Brand B,65.0,1,65.0,Online
2655,2023-02-27,2408,19,Male,San Diego,2021-03-12,111,Sandals,Footwear,Brand E,35.0,1,35.0,Online
152,2023-02-27,2036,21,Female,San Antonio,2022-11-12,109,Shorts,Clothing,Brand E,30.0,1,30.0,Online
3396,2023-02-27,2528,27,Female,New York,2022-09-27,106,Shirt,Clothing,Brand A,40.0,1,40.0,Online
1054,2023-02-27,2180,21,Male,Phoenix,2022-11-08,108,Hoodie,Clothing,Brand C,55.0,2,110.0,Online
1775,2023-02-27,2292,21,Female,Houston,2022-10-12,116,Belt,Accessories,Brand A,20.0,1,20.0,Online
